"par.name","par.opt"
"<hlim3h>",-849.235848582823
"<hlim3l>",-3764.07641519314
"<adcrh>",0.252293962224257
"<adcrl>",0.179705053276615
"<ksat>",86.6286221968209
"<ksat>",81.3066800161476
"<ksat>",65.1213593272328
"<ksat>",81.3901114942506
"<ksat>",2.79287614032727
