"it","objective","sim.id","hlim3h","hlim3l","adcrh","adcrl","ksat_seq1","ksat_seq2","ksat_seq3","ksat_seq4","ksat_seq5"
32,0.514701212733866,"SEQ_F1_S2",-2659.28206090729,-7151.77392960324,0.564561654498408,0.163592794893696,36.3228898993945,5.60324874307806,47.6722961596628,82.921727443233,62.0782736105645
33,0.511931627027465,"SEQ_F1_S2",-1719.14693292549,-3578.75571491027,0.494106405448749,0.325466911845313,35.6897977134809,21.3869722764139,44.7181323341634,89.4718275110548,76.4959221219002
34,0.518435567652945,"SEQ_F1_S2",-2950.7803510551,-5049.01479034399,0.69226168523063,0.375643746292266,40.8893043406635,16.4213731259437,78.478248642413,98.0926940219517,67.1552122954803
35,0.513491577164118,"SEQ_F1_S2",-6247.27841230078,-8043.15489776117,0.47717568916027,0.408017543317246,36.3483797758508,19.6919207119036,65.8459047216775,95.4744478544337,51.8261806913633
36,0.514382739491807,"SEQ_F1_S2",-4726.61092424063,-6169.36770679379,0.455880462542426,0.363573022032966,46.1042590632999,3.42393236039224,54.577995074063,98.2407174361051,51.5879122026063
37,0.509252990218083,"SEQ_F1_S2",-2108.23703794867,-5511.766197878,0.38147342420575,0.321199662108266,20.6214399613783,25.8873831789604,74.1459878693175,82.2890696978838,44.4306212948235
38,0.503558267166399,"SEQ_F1_S2",-597.266414055624,-3649.92761501302,0.360313991192716,0.277038550898345,30.3151087807114,9.72313116333795,62.9499304774776,85.0376995650261,44.1938721764673
39,0.506450534059993,"SEQ_F1_S2",-1816.99878693308,-5105.97984973295,0.556554533263744,0.326730535901808,35.4643735398607,4.80551367634326,96.3838290443209,93.5752642419936,34.9434198964043
40,0.471895754679437,"SEQ_F1_S2",-2928.96267795356,-7339.36851430948,0.435607763944865,0.343810300961883,30.5264367174524,26.7847058614778,82.4496555045853,95.9540721349758,19.5525397463808
41,0.471914778970763,"SEQ_F1_S2",-1431.63746745233,-5494.3439956826,0.414639419498368,0.300048004003393,40.1325630549983,10.7664314694007,71.3547085043403,98.6778794210532,19.3179286838802
42,0.462272273256705,"SEQ_F1_S2",-2093.05198472549,-4764.88137365225,0.476100237584215,0.389934489011187,40.0194868026712,13.5464345206231,82.0170333341454,82.2762435698521,17.5634857622378
43,0.478438681801093,"SEQ_F1_S2",-579.11208952846,-5015.40671379568,0.553181948291337,0.335734773484931,57.3962537165755,26.4563954147885,95.3672325342362,87.9619138324442,24.1288819305929
44,0.507866755533155,"SEQ_F1_S2",-658.833808150213,-5765.55733744924,0.666244772402038,0.392060206276201,29.6608262358542,39.2598490296615,91.8105304691436,96.0381520238704,44.6670985530607
45,0.494406037659896,"SEQ_F1_S2",-3877.22976642216,-8688.75894144776,0.456254689722554,0.423666988856786,25.2274872820043,42.4529093428873,79.4774776771656,93.4819385128219,29.7012492055654
46,0.493347573666967,"SEQ_F1_S2",-2392.59061101524,-6859.36635269789,0.435463999115729,0.380275467002044,34.7522259242745,26.570349430222,68.4765323726954,96.1826684012471,29.4686258801601
47,0.491134122560388,"SEQ_F1_S2",-911.987284884664,-5034.94676775217,0.414729825728944,0.337001900256871,44.2510726055775,10.7309645207524,57.5054919356575,98.8760566506541,29.2366349158397
48,0.484796126255689,"SEQ_F1_S2",-1219.15598514548,-5211.97419036554,0.302490539539579,0.140723753138457,39.1770927358518,55.7130840499035,70.6809482770618,92.3010376706699,28.0786228955357
49,0.510804278993816,"SEQ_F1_S2",-3099.98040124163,-4632.16378425061,0.275959091303965,0.0067310196202364,34.8597409879384,36.5458250827441,90.0442931607644,89.1625113850973,50.7928488836449
50,0.547883347665912,"SEQ_F1_S2",-3179.05357859887,-5376.2118847467,0.388102142130968,0.0625982414241058,7.3499429783482,49.2451217860359,86.5165250937679,97.1730488638474,71.1639858042503
51,0.544549368076794,"SEQ_F1_S2",-3829.84729744491,-4658.46275745583,0.448576040602854,0.151041355877341,7.23868247099118,51.9804843716157,97.0076374693186,81.0347856234694,69.43771520743
52,0.520007722251859,"SEQ_F1_S2",-2360.82537845568,-2848.31394013368,0.428004051711737,0.108106278710091,16.6632283528513,36.2649964994331,86.1224134584787,83.7071059572804,69.2075388964765
53,0.510717698709781,"SEQ_F1_S2",-891.803459466442,-1038.16512281152,0.407432062820619,0.0651712015428416,26.0877742347114,20.5495086272505,75.2371894476389,86.3794262910914,68.9773625855231
54,0.536209273759685,"SEQ_F1_S2",-406.375502540006,-420.479646810527,0.471618855913543,0.0141884669965584,5.56825171909337,30.222852433108,84.1522699536063,63.1036500336543,81.488437670176
55,0.499639614420243,"SEQ_F1_S2",-1019.34514834532,-2347.52490349304,0.66303089013909,0.00346658284025216,14.0376742323245,14.418829735698,60.5773256923216,35.5071017582638,89.0229641530754
56,0.509419078465413,"SEQ_F1_S2",-2173.06227056311,-3724.77161055297,0.848650357569092,0.0504691017618726,18.908246705078,9.76736715142717,92.2016902634302,43.5825900939734,80.2731716403211
57,0.509567475472632,"SEQ_F1_S2",-5264.9083622993,-6533.03062276369,0.646917250501518,0.0808330807318831,14.6492301342387,12.8348738156556,80.3535828308919,41.1268889135562,65.895791288585
58,0.524458723338321,"SEQ_F1_S2",-2516.13281807041,-5547.38049697697,0.607192546141517,0.0648540967158627,3.27941091823791,8.25832319563166,80.014575628063,35.1839052591203,59.2424040739626
59,0.521158724863578,"SEQ_F1_S2",-1637.27898933251,-2207.26411937261,0.541329816902902,0.216176691970754,2.68758589758511,23.0132083670762,77.252974543831,41.3070468713046,72.7202597762442
60,0.508855240315709,"SEQ_F1_S2",-3069.31350564607,-3301.28980901012,0.486770400091147,0.162989285916754,14.0643129633833,15.2406701027088,73.7270560007101,55.243376371516,52.3826779343695
61,0.504181692496493,"SEQ_F1_S2",-1624.74402021289,-3540.33579944019,0.560320141085326,0.111273061635473,30.6448570912887,27.5590822305693,86.4655342256964,60.6685228992164,58.6472403484218
62,0.508197337141476,"SEQ_F1_S2",-3460.1051954792,-3681.7920895403,0.610128928378319,0.206580616099215,37.4487444688642,31.1280954163366,71.0877220164825,78.9573248575129,53.982180115738
63,0.52133619499514,"SEQ_F1_S2",-1277.83471606073,-5168.30268409469,0.796625568624969,0.219557879676904,27.0714968052343,23.711563197095,92.7929608605384,85.0842087888649,85.2632477316187
64,0.520001705683855,"SEQ_F1_S2",-404.214129298263,-1848.07543555658,0.731155027015284,0.369979406140348,26.4831958786218,38.3785886108675,90.0478040657215,91.1708894098597,98.6608479034654
65,0.540319955632149,"SEQ_F1_S2",-2198.15428419005,-3414.66539135146,0.670287696269318,0.337563296738105,2.84672593675066,20.4199106087272,95.5458088134244,64.7484110153855,86.5098366042777
66,0.522849990447876,"SEQ_F1_S2",-2796.3142955275,-5295.15232977172,0.857075125868796,0.327100458337568,11.1115232251714,4.99772052060249,72.5404462753118,37.8186083045269,93.8623253894481
67,0.516002808336099,"SEQ_F1_S2",-4601.76336645496,-5434.30321243167,0.906072146157791,0.420854722063869,17.8045231153735,8.50856711973926,57.4132565209609,55.8093454678493,89.2732947526321
68,0.525550602696176,"SEQ_F1_S2",-5725.69006986963,-6775.98768728717,1.08689868682415,0.466643577170927,22.5493313162964,3.97721111598449,88.2210404530088,63.6763145964433,80.7494328240527
69,0.518368534449552,"SEQ_F1_S2",-8738.82051420714,-9512.75092653553,0.890301524966467,0.49623451628342,18.3987455135834,6.96662179295799,76.674575281867,61.2831333806359,66.7380877692575
70,0.523873837192697,"SEQ_F1_S2",-5193.24163307359,-6483.62250270944,0.785686349020779,0.527452368452822,12.7824263188352,14.3322621066851,78.1458829099021,95.2695972718301,50.3875234728176
71,0.516557747447831,"SEQ_F1_S2",-2518.88892722304,-5524.65876103401,0.747037187281351,0.511906013920636,1.72044388480801,9.87962116267649,77.8160542950879,89.4875193388263,43.9142760889581
72,0.518055440787563,"SEQ_F1_S2",-1110.09118963902,-5757.78527650614,0.818765622470759,0.46147043397897,17.8904054483396,21.8929935281833,90.2390906976896,94.7783234374566,50.0237096917482
73,0.508090823621771,"SEQ_F1_S2",-4113.30196138527,-8485.53868501711,0.622815687646231,0.490963955328413,13.7534839900636,24.8725626215599,78.730638203463,92.3930209293756,36.0584920642497
74,0.507463071767939,"SEQ_F1_S2",-2730.16632097666,-6781.220109972,0.60344643885451,0.450539074878312,22.6270243609493,10.0758798073368,68.4818181629946,94.9091042147944,35.8417729975414
75,0.502475816940437,"SEQ_F1_S2",-3017.42175392951,-6946.77112113998,0.498483450368804,0.266985333622092,17.8819826850411,52.1418787503011,80.8031302383717,88.7603334508302,34.7588330887076
76,0.497248840091806,"SEQ_F1_S2",-1636.49365653645,-5245.17271066636,0.479145115717849,0.226624972991946,26.741360509972,37.368812068036,70.5706677484117,91.2724009608464,34.5424599148011
77,0.468161261104789,"SEQ_F1_S2",-4803.38443951048,-5770.65542745826,0.457735561123001,0.413472431124056,4.91130891548977,38.3676433797818,83.9903450713806,96.9998889685915,14.2204016072791
78,0.460348810576935,"SEQ_F1_S2",-1470.082347732,-3506.37345205347,0.485860899278892,0.302871606508897,15.0349928561832,43.3859899244726,87.7350594784575,77.1705295000458,18.5042158602674
79,0.447595172758176,"SEQ_F1_S2",-3249.41270309632,-3643.51129408929,0.534149099110431,0.395269564490256,21.6311677718063,46.8460464984653,72.8267087779606,94.9010018049977,13.9815729093982
80,0.442795440214469,"SEQ_F1_S2",-1874.92594191369,-1949.84998582808,0.514900968080846,0.355097464677515,30.449221047477,32.1418887547172,62.6419755877975,97.4013517813886,13.7662090077071
81,0.382651652218225,"SEQ_F1_S2",-1273.71206101434,-3982.2820715697,0.445701070910579,0.444734214052061,49.8190039398658,32.9905667421504,49.6794507911268,85.7048408641176,4.09769315909945
82,0.48237658432117,"SEQ_F1_S2",-3019.11479904342,-3444.21872992547,0.42107991967604,0.320389122635113,45.8125068435109,15.2033740645739,67.6486109573719,82.792292342664,25.1764668567237
83,0.516162068097992,"SEQ_F1_S2",-909.854211249827,-4880.99672788782,0.601337141105807,0.332932219771781,35.7824396666409,8.03496883906021,88.6276808179574,88.7141956650378,55.4109972179033
84,0.539597112487765,"SEQ_F1_S2",-983.125097415819,-5570.44750621149,0.705251274647331,0.384699974477125,10.291276344548,19.8024069796993,85.3587759744204,96.1369298885817,74.2873255035142
85,0.544926788493346,"SEQ_F1_S2",-3944.97415315583,-8260.63293485261,0.512000060016504,0.413787296346479,6.21133063106718,22.7409399620507,74.0088236255102,93.7844789558401,60.5144438155735
86,0.541217963965592,"SEQ_F1_S2",-4549.38058375324,-7594.04354480826,0.568163498693375,0.495926360645352,6.10800055247122,25.281331316275,83.7521502746154,78.7965191788871,58.9112183703134
87,0.518047525925997,"SEQ_F1_S2",-6315.54050912727,-7730.16630589405,0.61609427397285,0.587640397940948,12.6553512238116,28.7157768885036,68.954149733986,96.3957522547194,54.422051582078
88,0.517784024580176,"SEQ_F1_S2",-4951.22756508104,-6049.04131368032,0.596988615734451,0.54776564809841,21.4081341279811,14.1204578882449,58.8448029469416,98.8775948841097,54.2082817830115
89,0.514440522316629,"SEQ_F1_S2",-5234.61982322016,-6212.36590047694,0.493437229352571,0.366680442190319,16.726906477465,55.6207292974938,71.0004109937043,92.8115162945165,53.139905867407
90,0.509932920817606,"SEQ_F1_S2",-3874.19484537243,-4536.03171316884,0.474386017679202,0.326919325865836,25.4547460398429,41.0670034721563,60.9198734316755,95.2862862648845,52.9267452612363
91,0.507492921467416,"SEQ_F1_S2",-2513.76986752469,-2859.69752586074,0.455334806005833,0.287158209541353,34.1825856022208,26.5132776468189,50.8393358696468,97.7610562352525,52.7135846550655
92,0.504055738796362,"SEQ_F1_S2",-2796.36354373997,-3022.56187403408,0.352075221051052,0.106583290586985,29.5145493628168,67.8966038480379,62.9606901618318,91.7120714813981,51.6482193569693
93,0.508826512034954,"SEQ_F1_S2",-1416.79265765801,-3250.85195779772,0.422315581502811,0.057194044811005,45.3490496654426,79.6607473563436,75.1259988364162,96.8931128074232,57.6309069380228
94,0.504392014046558,"SEQ_F1_S2",-4353.66543332443,-5918.35195465243,0.230693989574002,0.0860360830470857,41.303508766288,82.5745006752512,63.8717568303876,94.5604993046957,43.9741673437488
95,0.501290707882559,"SEQ_F1_S2",-2998.89231847621,-4248.98206991328,0.21172192584345,0.046440153620692,49.9950886640084,68.0812380623928,53.8330986944131,97.0249878842809,43.7618923097798
96,0.495893898559865,"SEQ_F1_S2",-726.938884837471,-4174.28106047482,0.384592124445404,0.0355111123854678,44.0290599420616,67.3941859008365,53.3300504438846,98.3761826599613,39.832461944192
97,0.484209811776571,"SEQ_F1_S2",-2438.58335115366,-5669.00485129412,0.326517037845285,0.00458206822167493,21.4768957191178,50.2593490776026,58.5758382571094,73.1658160783687,28.2388693744027
98,0.479850307435524,"SEQ_F1_S2",-4183.04530281789,-5803.45529038409,0.373858964579981,0.0951693622696924,27.9438095960918,53.6516011266608,43.9596370100067,90.5488356102825,23.8048537769234
99,0.47842697330922,"SEQ_F1_S2",-2837.24581514978,-4145.14283128112,0.355012566339015,0.0558357048832645,36.5778189701921,39.2543377138793,33.9874720561846,92.997000126849,23.5939847916821
100,0.476930905045977,"SEQ_F1_S2",-1491.44632748167,-2486.83037217816,0.336166168098049,0.0165020474968367,45.2118283442924,24.8570743010978,24.0153071023625,95.4451646434155,23.3831158064409
101,0.448475065256104,"SEQ_F1_S2",-901.757507573022,-4480.30144172933,0.268292808888358,0.104420491562122,64.2102992355718,25.6894834266877,11.3012693975928,83.9728717723054,13.8999420438778
102,0.382762125046796,"SEQ_F1_S2",-1985.375037117,-5773.86694885123,0.442634079255496,0.148567148013127,68.7849368211218,21.3206426621121,41.0041446951946,91.5576952543226,5.68178495484442
103,0.381672516989158,"SEQ_F1_S2",-643.019704845265,-4119.79842493863,0.423835912511717,0.109334152894435,77.3968501324352,6.96022456910559,31.0575003973498,93.9995944549129,5.47145562321433
104,0.450433624109922,"SEQ_F1_S2",-3895.76465155334,-4247.31252688025,0.631668137626206,0.0372437592517705,76.9014163286805,16.8607590675195,31.0547911032385,88.5872764267515,14.0465131121429
105,0.504983619938279,"SEQ_F1_S2",-1834.75459889335,-5651.22341128107,0.807801872633283,0.0494999259102514,67.1007926409224,9.85633518702648,51.5539528134341,94.3737128438186,43.5894114019311
106,0.508386589633096,"SEQ_F1_S2",-2008.19652913547,-3908.44896201303,0.875911520387769,0.0602349310290739,59.8177751563457,5.84388172494535,68.6381674815113,95.7651058668916,41.3976304877614
107,0.492344548261575,"SEQ_F1_S2",-4903.71770019077,-6538.39016296619,0.686987988916343,0.0886708690856715,55.8291960735443,8.71660896462471,57.5423868734319,93.46533590852,27.9331798140898
108,0.499383614948634,"SEQ_F1_S2",-3547.08279244064,-6762.88482275604,0.756060572197973,0.0401027414431428,71.4004407801725,20.2851683653495,69.5054418914806,98.560240122789,33.8164025585702
109,0.487735061577843,"SEQ_F1_S2",-975.967411855565,-5840.93970300754,0.718903373756058,0.0251565186946287,60.7654811079988,16.004411533867,69.1883455628436,93.0013662043394,27.5930402195027
110,0.492060681452394,"SEQ_F1_S2",-4708.29613346402,-6487.53859463233,0.465223370430786,0.056888537585001,59.4856358077219,18.0276874855929,35.4744859020345,89.5184927163181,31.5737891787185
111,0.514841023179286,"SEQ_F1_S2",-2654.84366146272,-7886.30143536748,0.640711235269828,0.069099761731936,49.7209503260537,11.0489483407839,55.8984786105746,95.2837106731006,61.0083557131965
112,0.518812878052216,"SEQ_F1_S2",-2827.65579600966,-6149.85528194051,0.70857356587963,0.0797957863112654,42.4643786556657,7.05106474605835,72.9206577325849,96.6700513231113,58.8245335099486
113,0.521219956916667,"SEQ_F1_S2",-3000.46793055661,-4413.40912851353,0.776435896489432,0.0904918108905948,35.2078069852776,3.05318115133282,89.9428368545951,98.056391973122,56.6407113067008
114,0.514264550120237,"SEQ_F1_S2",-5885.57667117515,-7033.8929371045,0.588191742930687,0.118825491975329,31.2335710206188,5.91557792862567,78.8869571959123,95.7648920957816,43.224679431486
115,0.501835165478487,"SEQ_F1_S2",-5302.35468738362,-9005.50255994724,0.521062718488603,0.205779776385137,50.0236947403363,6.73885842023805,66.3123482804425,84.4184103904596,33.845503113884
116,0.498622251302278,"SEQ_F1_S2",-9017.05364643636,-9649.04722302509,0.268580979988683,0.237361908167439,48.7498948263141,8.75257736954695,32.7577370098451,80.9519883559905,37.807448890374
117,0.498553623612634,"SEQ_F1_S2",-10088.9032662526,-10928.5648196069,0.441028932579428,0.281029139125839,53.2748525934078,4.43118150349934,62.1380439236527,88.4544418914136,29.6785396476658
118,0.503135485270288,"SEQ_F1_S2",-8740.23624540188,-11151.7409610183,0.509695833736639,0.232746265346204,68.7546431320824,15.9317955989933,74.0308366560928,93.5194223433567,35.5272086200413
119,0.494885042044921,"SEQ_F1_S2",-6184.22172684,-10235.2106764621,0.472756869657552,0.217887825841179,58.1821454792504,11.6761808201605,73.7156027206968,87.9931972078753,29.3403977857069
120,0.427681766234543,"SEQ_F1_S2",-9222.22358642655,-10739.3068326596,0.452218660060382,0.397130800785612,37.240552641424,12.6343608113401,86.5891141412405,93.4875828405711,9.84542458966265
121,0.461074402530276,"SEQ_F1_S2",-7876.62765254753,-10961.9747735072,0.520729197917926,0.348957873273164,52.6850937209561,24.108786540418,98.4548254664442,98.5410296854507,15.6807753961712
122,0.421481353355954,"SEQ_F1_S2",-5326.43350533463,-10047.5315454094,0.483874348575523,0.334133268331659,42.1366709949208,19.8628623396907,98.1403093589606,93.0273884700577,9.5080527198892
123,0.422210216667739,"SEQ_F1_S2",-4003.20980876151,-8417.03728358622,0.465344098730718,0.295459433184944,50.6258448316859,5.70711307082505,88.3354275069862,95.4344850183284,9.30072106261011
124,0.3654049295887,"SEQ_F1_S2",-1453.01566154861,-7502.59405548842,0.428489249388314,0.280634828243439,40.0774221056506,1.4611888700978,88.0209113995026,89.9208438029355,3.12799838632809
125,0.440485529819691,"SEQ_F1_S2",-700.767629400611,-5674.52708737091,0.611014169682488,0.227278719295441,58.2349863403621,1.43229807301509,69.5750341575427,98.1909577309274,11.6707240442968
126,0.424614275747065,"SEQ_F1_S2",-1285.0150560774,-5030.17071379871,0.665304367236885,0.306678167277525,58.1351026702656,3.88795876145366,78.9933878246017,83.7028972346736,10.1209716039561
127,0.453003698750968,"SEQ_F1_S2",-4974.62135369364,-5669.36825520455,0.414528134042487,0.33804696286516,56.8699072300737,5.88807510974958,45.6654367785683,80.2598907597063,14.0561545754126
128,0.411498571958027,"SEQ_F1_S2",-2435.71601340636,-4758.97294363801,0.377836428074463,0.32328798120301,46.3681786381514,1.66094611274249,45.352312922579,74.7706564825873,7.91075635777001
129,0.396967049274298,"SEQ_F1_S2",-4141.10149279553,-4890.41165246326,0.424117881414637,0.411846092624852,52.6902316996872,4.97721069585532,31.0635189784871,91.7642911499314,3.57606404297785
130,0.41949996539477,"SEQ_F1_S2",-2802.91409137742,-5111.85363637524,0.492251216479832,0.363938393839861,68.0497387946102,16.3884609549842,42.863900507939,96.7899149135671,9.37928679025081
131,0.398619842300122,"SEQ_F1_S2",-2973.5811376143,-3396.96170050673,0.55927118325641,0.374501650443438,60.8832417425473,12.4402024249945,59.6747861490711,98.1590471474565,7.2225720091277
132,0.383416512593541,"SEQ_F1_S2",-3247.02354301492,-3554.55198955693,0.459355467983306,0.199774314520003,56.3663711780853,52.4834065458098,71.4036129181573,92.305947518767,6.19170658551555
133,0.381198826039222,"SEQ_F1_S2",-1933.89909753251,-1936.50216248405,0.440966646716633,0.161395650003016,64.7907530236306,38.4356983183899,61.6735649464969,94.694672364276,5.98595734734771
134,0.482492233246207,"SEQ_F1_S2",-1025.1664219861,-1347.46041040399,0.56080482216272,0.302617123077752,42.2893485492481,21.473426049478,61.2067119145048,95.6684420340598,26.4237049579383
135,0.454187282034088,"SEQ_F1_S2",-3859.90245129161,-3922.19174092291,0.375847327533006,0.330456110732868,38.3845009712797,24.2858466562037,50.3438629816723,93.4169507221402,13.241911013205
136,0.468135678454644,"SEQ_F1_S2",-2531.49279515467,-4142.01571280536,0.443482832178697,0.282898459538543,53.6317806249195,35.6137182358926,62.0580225629178,98.4058537178268,19.0027313034136
137,0.458465529708812,"SEQ_F1_S2",-3109.04314388875,-3505.04543056991,0.497150715165763,0.361387772075498,53.5330418956362,38.0412303176272,71.3684160649503,84.0838661316994,17.4707432765918
138,0.456132259492369,"SEQ_F1_S2",-1805.35182505635,-1898.61923063862,0.478893994158551,0.323284809381207,61.8969052875267,24.0944369816385,61.7082660950696,86.4554310316471,17.266472084643
139,0.411762173778387,"SEQ_F1_S2",-2857.75779554578,-3154.92602320885,0.64821369306957,0.366159904661121,66.3397790659568,19.8514324349219,90.5556060943165,93.821787979511,9.28502350973991
140,0.376931590885037,"SEQ_F1_S2",-669.900475401431,-3082.99006364988,0.814685119748569,0.355635400719,60.5945822594371,19.1898114356858,90.0711781210099,95.1229684250003,5.501040589113
141,0.37194307550686,"SEQ_F1_S2",-3627.45896234405,-6138.12971633334,0.746067256608911,0.406283584373224,67.5617015458228,22.6351581258175,82.2212605131651,92.7551759260871,3.11197637317086
142,0.372074650251051,"SEQ_F1_S2",-2335.03705848619,-4545.58984302823,0.727968351000277,0.368509992667417,75.8532657316113,8.8089241579837,72.6446151560361,95.106240460181,2.90947094954172
143,0.421426555380083,"SEQ_F1_S2",-2907.06427435819,-3914.71092842106,0.781123006268212,0.446248709343171,75.7554712440234,11.2132218623379,81.8659730607001,80.9212145094514,1.39213337429316
144,0.46832309509301,"SEQ_F1_S2",-2976.20772200149,-4565.32410219461,0.879183529729745,0.495100323188421,51.7002562909103,22.3177858378549,78.7812096201708,87.9258170468501,19.205135028963
