Date,year,doy,dap,value,depth_id,depth,treat,M_ID,meas_ID,type,sub_type,units
12/21/2014,2014,355,159,25.13208333,TS1,1,CP,5,stemp,msr,NA,°C
12/22/2014,2014,356,160,25.10604167,TS1,1,CP,5,stemp,msr,NA,°C
12/23/2014,2014,357,161,23.87083333,TS1,1,CP,5,stemp,msr,NA,°C
12/24/2014,2014,358,162,23.4878125,TS1,1,CP,5,stemp,msr,NA,°C
12/25/2014,2014,359,163,24.3209375,TS1,1,CP,5,stemp,msr,NA,°C
12/26/2014,2014,360,164,25.26020833,TS1,1,CP,5,stemp,msr,NA,°C
12/27/2014,2014,361,165,25.64229167,TS1,1,CP,5,stemp,msr,NA,°C
12/28/2014,2014,362,166,25.76979167,TS1,1,CP,5,stemp,msr,NA,°C
12/29/2014,2014,363,167,25.37572917,TS1,1,CP,5,stemp,msr,NA,°C
12/30/2014,2014,364,168,24.61291667,TS1,1,CP,5,stemp,msr,NA,°C
12/31/2014,2014,365,169,24.86802083,TS1,1,CP,5,stemp,msr,NA,°C
01/01/2015,2015,1,170,25.41694737,TS1,1,CP,5,stemp,msr,NA,°C
01/02/2015,2015,2,171,25.51114583,TS1,1,CP,5,stemp,msr,NA,°C
01/03/2015,2015,3,172,25.49729167,TS1,1,CP,5,stemp,msr,NA,°C
01/04/2015,2015,4,173,24.9603125,TS1,1,CP,5,stemp,msr,NA,°C
01/05/2015,2015,5,174,24.98520833,TS1,1,CP,5,stemp,msr,NA,°C
01/06/2015,2015,6,175,24.8690625,TS1,1,CP,5,stemp,msr,NA,°C
01/07/2015,2015,7,176,25.44989583,TS1,1,CP,5,stemp,msr,NA,°C
01/08/2015,2015,8,177,25.55927083,TS1,1,CP,5,stemp,msr,NA,°C
01/09/2015,2015,9,178,25.53520833,TS1,1,CP,5,stemp,msr,NA,°C
01/10/2015,2015,10,179,26.01885417,TS1,1,CP,5,stemp,msr,NA,°C
01/11/2015,2015,11,180,26.4703125,TS1,1,CP,5,stemp,msr,NA,°C
01/12/2015,2015,12,181,26.22811765,TS1,1,CP,5,stemp,msr,NA,°C
01/14/2015,2015,14,183,26.67387755,TS1,1,CP,5,stemp,msr,NA,°C
01/15/2015,2015,15,184,26.05708333,TS1,1,CP,5,stemp,msr,NA,°C
01/16/2015,2015,16,185,26.35177083,TS1,1,CP,5,stemp,msr,NA,°C
01/17/2015,2015,17,186,26.6878125,TS1,1,CP,5,stemp,msr,NA,°C
01/18/2015,2015,18,187,26.7653125,TS1,1,CP,5,stemp,msr,NA,°C
01/19/2015,2015,19,188,26.74391304,TS1,1,CP,5,stemp,msr,NA,°C
01/20/2015,2015,20,189,26.57145833,TS1,1,CP,5,stemp,msr,NA,°C
01/21/2015,2015,21,190,25.67677083,TS1,1,CP,5,stemp,msr,NA,°C
01/22/2015,2015,22,191,25.19135417,TS1,1,CP,5,stemp,msr,NA,°C
01/23/2015,2015,23,192,24.7128125,TS1,1,CP,5,stemp,msr,NA,°C
01/24/2015,2015,24,193,24.54427083,TS1,1,CP,5,stemp,msr,NA,°C
01/25/2015,2015,25,194,24.54210526,TS1,1,CP,5,stemp,msr,NA,°C
01/26/2015,2015,26,195,23.65138298,TS1,1,CP,5,stemp,msr,NA,°C
01/27/2015,2015,27,196,24.11065217,TS1,1,CP,5,stemp,msr,NA,°C
01/28/2015,2015,28,197,24.4640625,TS1,1,CP,5,stemp,msr,NA,°C
01/29/2015,2015,29,198,24.46302083,TS1,1,CP,5,stemp,msr,NA,°C
01/30/2015,2015,30,199,24.57708333,TS1,1,CP,5,stemp,msr,NA,°C
01/31/2015,2015,31,200,24.54375,TS1,1,CP,5,stemp,msr,NA,°C
02/01/2015,2015,32,201,24.80875,TS1,1,CP,5,stemp,msr,NA,°C
02/02/2015,2015,33,202,24.84770833,TS1,1,CP,5,stemp,msr,NA,°C
02/03/2015,2015,34,203,24.20208333,TS1,1,CP,5,stemp,msr,NA,°C
02/04/2015,2015,35,204,24.14145833,TS1,1,CP,5,stemp,msr,NA,°C
02/05/2015,2015,36,205,23.62163934,TS1,1,CP,5,stemp,msr,NA,°C
02/06/2015,2015,37,206,24.10333333,TS1,1,CP,5,stemp,msr,NA,°C
02/07/2015,2015,38,207,24.13163934,TS1,1,CP,5,stemp,msr,NA,°C
02/08/2015,2015,39,208,23.58833333,TS1,1,CP,5,stemp,msr,NA,°C
02/09/2015,2015,40,209,23.89875,TS1,1,CP,5,stemp,msr,NA,°C
02/10/2015,2015,41,210,24.27223529,TS1,1,CP,5,stemp,msr,NA,°C
02/11/2015,2015,42,211,24.26770492,TS1,1,CP,5,stemp,msr,NA,°C
02/12/2015,2015,43,212,24.545,TS1,1,CP,5,stemp,msr,NA,°C
02/13/2015,2015,44,213,24.11427083,TS1,1,CP,5,stemp,msr,NA,°C
02/14/2015,2015,45,214,23.713125,TS1,1,CP,5,stemp,msr,NA,°C
02/15/2015,2015,46,215,23.48489583,TS1,1,CP,5,stemp,msr,NA,°C
02/16/2015,2015,47,216,23.16020833,TS1,1,CP,5,stemp,msr,NA,°C
02/17/2015,2015,48,217,23.259375,TS1,1,CP,5,stemp,msr,NA,°C
02/18/2015,2015,49,218,22.93354167,TS1,1,CP,5,stemp,msr,NA,°C
02/19/2015,2015,50,219,23.345625,TS1,1,CP,5,stemp,msr,NA,°C
02/20/2015,2015,51,220,23.64020833,TS1,1,CP,5,stemp,msr,NA,°C
02/21/2015,2015,52,221,24.0465625,TS1,1,CP,5,stemp,msr,NA,°C
02/22/2015,2015,53,222,24.2434375,TS1,1,CP,5,stemp,msr,NA,°C
02/23/2015,2015,54,223,24.22614583,TS1,1,CP,5,stemp,msr,NA,°C
02/24/2015,2015,55,224,24.36729167,TS1,1,CP,5,stemp,msr,NA,°C
02/25/2015,2015,56,225,23.8075,TS1,1,CP,5,stemp,msr,NA,°C
02/26/2015,2015,57,226,23.27145833,TS1,1,CP,5,stemp,msr,NA,°C
02/27/2015,2015,58,227,23.70208333,TS1,1,CP,5,stemp,msr,NA,°C
02/28/2015,2015,59,228,23.38614583,TS1,1,CP,5,stemp,msr,NA,°C
03/01/2015,2015,60,229,23.07864583,TS1,1,CP,5,stemp,msr,NA,°C
03/02/2015,2015,61,230,23.15663158,TS1,1,CP,5,stemp,msr,NA,°C
03/03/2015,2015,62,231,23.38698925,TS1,1,CP,5,stemp,msr,NA,°C
03/04/2015,2015,63,232,23.72,TS1,1,CP,5,stemp,msr,NA,°C
03/05/2015,2015,64,233,23.95510417,TS1,1,CP,5,stemp,msr,NA,°C
03/06/2015,2015,65,234,23.76557895,TS1,1,CP,5,stemp,msr,NA,°C
03/07/2015,2015,66,235,23.48602151,TS1,1,CP,5,stemp,msr,NA,°C
03/08/2015,2015,67,236,23.03114583,TS1,1,CP,5,stemp,msr,NA,°C
03/09/2015,2015,68,237,22.94645833,TS1,1,CP,5,stemp,msr,NA,°C
03/10/2015,2015,69,238,22.94520833,TS1,1,CP,5,stemp,msr,NA,°C
03/11/2015,2015,70,239,23.12645833,TS1,1,CP,5,stemp,msr,NA,°C
03/12/2015,2015,71,240,22.84291667,TS1,1,CP,5,stemp,msr,NA,°C
03/13/2015,2015,72,241,22.63285714,TS1,1,CP,5,stemp,msr,NA,°C
08/22/2014,2014,234,38,25.76854167,TS1,1,SP,6,stemp,msr,NA,°C
08/23/2014,2014,235,39,26.37010417,TS1,1,SP,6,stemp,msr,NA,°C
08/24/2014,2014,236,40,26.06645833,TS1,1,SP,6,stemp,msr,NA,°C
08/25/2014,2014,237,41,26.62854167,TS1,1,SP,6,stemp,msr,NA,°C
08/26/2014,2014,238,42,27.31885417,TS1,1,SP,6,stemp,msr,NA,°C
08/27/2014,2014,239,43,27.15197917,TS1,1,SP,6,stemp,msr,NA,°C
08/28/2014,2014,240,44,24.67302083,TS1,1,SP,6,stemp,msr,NA,°C
08/29/2014,2014,241,45,23.62135417,TS1,1,SP,6,stemp,msr,NA,°C
08/30/2014,2014,242,46,26.1059375,TS1,1,SP,6,stemp,msr,NA,°C
08/31/2014,2014,243,47,25.865625,TS1,1,SP,6,stemp,msr,NA,°C
09/01/2014,2014,244,48,21.28010526,TS1,1,SP,6,stemp,msr,NA,°C
09/02/2014,2014,245,49,25.51427083,TS1,1,SP,6,stemp,msr,NA,°C
09/03/2014,2014,246,50,22.16135417,TS1,1,SP,6,stemp,msr,NA,°C
09/04/2014,2014,247,51,19.92510417,TS1,1,SP,6,stemp,msr,NA,°C
09/05/2014,2014,248,52,22.88625,TS1,1,SP,6,stemp,msr,NA,°C
09/06/2014,2014,249,53,23.68958333,TS1,1,SP,6,stemp,msr,NA,°C
09/07/2014,2014,250,54,25.62885417,TS1,1,SP,6,stemp,msr,NA,°C
09/08/2014,2014,251,55,28.50510417,TS1,1,SP,6,stemp,msr,NA,°C
09/09/2014,2014,252,56,27.52552083,TS1,1,SP,6,stemp,msr,NA,°C
09/10/2014,2014,253,57,28.974375,TS1,1,SP,6,stemp,msr,NA,°C
09/11/2014,2014,254,58,30.62166667,TS1,1,SP,6,stemp,msr,NA,°C
09/12/2014,2014,255,59,30.41666667,TS1,1,SP,6,stemp,msr,NA,°C
09/13/2014,2014,256,60,29.44135417,TS1,1,SP,6,stemp,msr,NA,°C
09/14/2014,2014,257,61,30.14947917,TS1,1,SP,6,stemp,msr,NA,°C
09/15/2014,2014,258,62,29.2678125,TS1,1,SP,6,stemp,msr,NA,°C
09/16/2014,2014,259,63,30.973125,TS1,1,SP,6,stemp,msr,NA,°C
09/17/2014,2014,260,64,30.65072917,TS1,1,SP,6,stemp,msr,NA,°C
09/18/2014,2014,261,65,29.88208333,TS1,1,SP,6,stemp,msr,NA,°C
09/19/2014,2014,262,66,26.0325,TS1,1,SP,6,stemp,msr,NA,°C
09/20/2014,2014,263,67,21.93895833,TS1,1,SP,6,stemp,msr,NA,°C
09/21/2014,2014,264,68,24.03125,TS1,1,SP,6,stemp,msr,NA,°C
09/22/2014,2014,265,69,24.88739583,TS1,1,SP,6,stemp,msr,NA,°C
09/23/2014,2014,266,70,27.21447917,TS1,1,SP,6,stemp,msr,NA,°C
09/24/2014,2014,267,71,27.14677083,TS1,1,SP,6,stemp,msr,NA,°C
09/25/2014,2014,268,72,23.9378125,TS1,1,SP,6,stemp,msr,NA,°C
09/26/2014,2014,269,73,23.40112903,TS1,1,SP,6,stemp,msr,NA,°C
10/01/2014,2014,274,78,25.33428571,TS1,1,SP,6,stemp,msr,NA,°C
10/02/2014,2014,275,79,28.58625,TS1,1,SP,6,stemp,msr,NA,°C
10/03/2014,2014,276,80,27.52375,TS1,1,SP,6,stemp,msr,NA,°C
10/04/2014,2014,277,81,28.0084375,TS1,1,SP,6,stemp,msr,NA,°C
10/05/2014,2014,278,82,29.25916667,TS1,1,SP,6,stemp,msr,NA,°C
10/06/2014,2014,279,83,29.96385417,TS1,1,SP,6,stemp,msr,NA,°C
10/07/2014,2014,280,84,28.51453125,TS1,1,SP,6,stemp,msr,NA,°C
10/14/2014,2014,287,91,37.87739583,TS1,1,SP,6,stemp,msr,NA,°C
10/15/2014,2014,288,92,38.64842105,TS1,1,SP,6,stemp,msr,NA,°C
10/17/2014,2014,290,94,40.5296875,TS1,1,SP,6,stemp,msr,NA,°C
10/18/2014,2014,291,95,37.45974684,TS1,1,SP,6,stemp,msr,NA,°C
10/19/2014,2014,292,96,39.16166667,TS1,1,SP,6,stemp,msr,NA,°C
10/20/2014,2014,293,97,31.74510417,TS1,1,SP,6,stemp,msr,NA,°C
10/21/2014,2014,294,98,32.62052083,TS1,1,SP,6,stemp,msr,NA,°C
10/22/2014,2014,295,99,34.49770833,TS1,1,SP,6,stemp,msr,NA,°C
10/23/2014,2014,296,100,37.09052083,TS1,1,SP,6,stemp,msr,NA,°C
10/24/2014,2014,297,101,38.636875,TS1,1,SP,6,stemp,msr,NA,°C
10/25/2014,2014,298,102,30.57427083,TS1,1,SP,6,stemp,msr,NA,°C
10/26/2014,2014,299,103,33.34104167,TS1,1,SP,6,stemp,msr,NA,°C
10/27/2014,2014,300,104,33.618125,TS1,1,SP,6,stemp,msr,NA,°C
10/28/2014,2014,301,105,33.20666667,TS1,1,SP,6,stemp,msr,NA,°C
10/29/2014,2014,302,106,35.34677083,TS1,1,SP,6,stemp,msr,NA,°C
10/30/2014,2014,303,107,36.89104167,TS1,1,SP,6,stemp,msr,NA,°C
10/31/2014,2014,304,108,36.5903125,TS1,1,SP,6,stemp,msr,NA,°C
11/01/2014,2014,305,109,31.50882292,TS1,1,SP,6,stemp,msr,NA,°C
11/02/2014,2014,306,110,26.79842708,TS1,1,SP,6,stemp,msr,NA,°C
11/03/2014,2014,307,111,32.25541667,TS1,1,SP,6,stemp,msr,NA,°C
11/04/2014,2014,308,112,30.28791667,TS1,1,SP,6,stemp,msr,NA,°C
11/05/2014,2014,309,113,30.24380435,TS1,1,SP,6,stemp,msr,NA,°C
11/06/2014,2014,310,114,30.96795455,TS1,1,SP,6,stemp,msr,NA,°C
11/07/2014,2014,311,115,30.85854167,TS1,1,SP,6,stemp,msr,NA,°C
11/08/2014,2014,312,116,30.25895833,TS1,1,SP,6,stemp,msr,NA,°C
11/09/2014,2014,313,117,31.7903125,TS1,1,SP,6,stemp,msr,NA,°C
11/10/2014,2014,314,118,31.81854167,TS1,1,SP,6,stemp,msr,NA,°C
11/11/2014,2014,315,119,30.51447917,TS1,1,SP,6,stemp,msr,NA,°C
11/12/2014,2014,316,120,29.41791667,TS1,1,SP,6,stemp,msr,NA,°C
11/13/2014,2014,317,121,30.95625,TS1,1,SP,6,stemp,msr,NA,°C
11/14/2014,2014,318,122,28.8959375,TS1,1,SP,6,stemp,msr,NA,°C
11/15/2014,2014,319,123,28.113125,TS1,1,SP,6,stemp,msr,NA,°C
11/16/2014,2014,320,124,28.76083333,TS1,1,SP,6,stemp,msr,NA,°C
11/17/2014,2014,321,125,29.404375,TS1,1,SP,6,stemp,msr,NA,°C
11/18/2014,2014,322,126,30.5775,TS1,1,SP,6,stemp,msr,NA,°C
11/19/2014,2014,323,127,32.80270833,TS1,1,SP,6,stemp,msr,NA,°C
11/20/2014,2014,324,128,31.20989583,TS1,1,SP,6,stemp,msr,NA,°C
11/21/2014,2014,325,129,33.7746875,TS1,1,SP,6,stemp,msr,NA,°C
11/22/2014,2014,326,130,30.66572917,TS1,1,SP,6,stemp,msr,NA,°C
11/23/2014,2014,327,131,29.93864583,TS1,1,SP,6,stemp,msr,NA,°C
11/24/2014,2014,328,132,30.83645833,TS1,1,SP,6,stemp,msr,NA,°C
11/25/2014,2014,329,133,30.34395833,TS1,1,SP,6,stemp,msr,NA,°C
11/26/2014,2014,330,134,29.54395833,TS1,1,SP,6,stemp,msr,NA,°C
11/27/2014,2014,331,135,29.86739583,TS1,1,SP,6,stemp,msr,NA,°C
11/28/2014,2014,332,136,28.95541667,TS1,1,SP,6,stemp,msr,NA,°C
11/29/2014,2014,333,137,28.67479167,TS1,1,SP,6,stemp,msr,NA,°C
11/30/2014,2014,334,138,28.9525,TS1,1,SP,6,stemp,msr,NA,°C
12/01/2014,2014,335,139,29.43447917,TS1,1,SP,6,stemp,msr,NA,°C
12/02/2014,2014,336,140,28.8615625,TS1,1,SP,6,stemp,msr,NA,°C
12/03/2014,2014,337,141,28.80697917,TS1,1,SP,6,stemp,msr,NA,°C
12/04/2014,2014,338,142,28.7734375,TS1,1,SP,6,stemp,msr,NA,°C
12/05/2014,2014,339,143,27.4196875,TS1,1,SP,6,stemp,msr,NA,°C
12/06/2014,2014,340,144,28.24270833,TS1,1,SP,6,stemp,msr,NA,°C
12/07/2014,2014,341,145,28.97895833,TS1,1,SP,6,stemp,msr,NA,°C
12/08/2014,2014,342,146,29.81447917,TS1,1,SP,6,stemp,msr,NA,°C
12/09/2014,2014,343,147,29.90729167,TS1,1,SP,6,stemp,msr,NA,°C
12/10/2014,2014,344,148,28.34236842,TS1,1,SP,6,stemp,msr,NA,°C
12/11/2014,2014,345,149,29.06791667,TS1,1,SP,6,stemp,msr,NA,°C
12/12/2014,2014,346,150,29.09854167,TS1,1,SP,6,stemp,msr,NA,°C
12/13/2014,2014,347,151,27.80552083,TS1,1,SP,6,stemp,msr,NA,°C
12/14/2014,2014,348,152,28.44645833,TS1,1,SP,6,stemp,msr,NA,°C
12/15/2014,2014,349,153,27.1784375,TS1,1,SP,6,stemp,msr,NA,°C
12/16/2014,2014,350,154,27.09010417,TS1,1,SP,6,stemp,msr,NA,°C
12/17/2014,2014,351,155,29.00585106,TS1,1,SP,6,stemp,msr,NA,°C
12/18/2014,2014,352,156,31.74387097,TS1,1,SP,6,stemp,msr,NA,°C
12/19/2014,2014,353,157,30.9984375,TS1,1,SP,6,stemp,msr,NA,°C
12/20/2014,2014,354,158,30.0121875,TS1,1,SP,6,stemp,msr,NA,°C
12/21/2014,2014,355,159,30.5665625,TS1,1,SP,6,stemp,msr,NA,°C
12/22/2014,2014,356,160,30.3896875,TS1,1,SP,6,stemp,msr,NA,°C
12/23/2014,2014,357,161,28.17375,TS1,1,SP,6,stemp,msr,NA,°C
12/24/2014,2014,358,162,28.43052083,TS1,1,SP,6,stemp,msr,NA,°C
12/25/2014,2014,359,163,29.30822917,TS1,1,SP,6,stemp,msr,NA,°C
12/26/2014,2014,360,164,30.39177083,TS1,1,SP,6,stemp,msr,NA,°C
12/27/2014,2014,361,165,30.61875,TS1,1,SP,6,stemp,msr,NA,°C
12/28/2014,2014,362,166,31.09197917,TS1,1,SP,6,stemp,msr,NA,°C
12/29/2014,2014,363,167,30.2521875,TS1,1,SP,6,stemp,msr,NA,°C
12/30/2014,2014,364,168,29.40072917,TS1,1,SP,6,stemp,msr,NA,°C
12/31/2014,2014,365,169,29.35541667,TS1,1,SP,6,stemp,msr,NA,°C
01/01/2015,2015,1,170,30.54947917,TS1,1,SP,6,stemp,msr,NA,°C
01/02/2015,2015,2,171,30.4609375,TS1,1,SP,6,stemp,msr,NA,°C
01/03/2015,2015,3,172,30.4359375,TS1,1,SP,6,stemp,msr,NA,°C
01/04/2015,2015,4,173,29.28709677,TS1,1,SP,6,stemp,msr,NA,°C
01/05/2015,2015,5,174,29.554375,TS1,1,SP,6,stemp,msr,NA,°C
01/06/2015,2015,6,175,29.580625,TS1,1,SP,6,stemp,msr,NA,°C
01/07/2015,2015,7,176,30.5475,TS1,1,SP,6,stemp,msr,NA,°C
01/08/2015,2015,8,177,30.48145833,TS1,1,SP,6,stemp,msr,NA,°C
01/09/2015,2015,9,178,30.32270833,TS1,1,SP,6,stemp,msr,NA,°C
01/10/2015,2015,10,179,31.3353125,TS1,1,SP,6,stemp,msr,NA,°C
01/11/2015,2015,11,180,30.19,TS1,1,SP,6,stemp,msr,NA,°C
01/14/2015,2015,14,183,32.10673469,TS1,1,SP,6,stemp,msr,NA,°C
01/15/2015,2015,15,184,30.859375,TS1,1,SP,6,stemp,msr,NA,°C
01/16/2015,2015,16,185,31.60875,TS1,1,SP,6,stemp,msr,NA,°C
01/17/2015,2015,17,186,32.36229167,TS1,1,SP,6,stemp,msr,NA,°C
01/18/2015,2015,18,187,32.59760417,TS1,1,SP,6,stemp,msr,NA,°C
01/19/2015,2015,19,188,33.21479167,TS1,1,SP,6,stemp,msr,NA,°C
01/20/2015,2015,20,189,32.9871875,TS1,1,SP,6,stemp,msr,NA,°C
01/21/2015,2015,21,190,29.49239583,TS1,1,SP,6,stemp,msr,NA,°C
