 1,2012,290,  11,   1,   0.43440,   0.00000,   9.00000,   9.00000,  1
 1,2012,290,  11,   1,   0.43440,   0.00000,  20.00000,  11.00000,  2
 1,2012,290,  11,   1,   0.43440,   0.00000,  40.00000,  20.00000,  3
 1,2012,290,  11,   1,   0.43440,   0.00000,  80.00000,  40.00000,  4
 1,2012,290,  11,   1,   0.43440,   0.00000, 120.00000,  40.00000,  5
 1,2012,291,  12,   2,   0.86880,   0.00000,   9.00000,   9.00000,  1
 1,2012,291,  12,   2,   0.86880,   0.00000,  20.00000,  11.00000,  2
 1,2012,291,  12,   2,   0.86880,   0.00000,  40.00000,  20.00000,  3
 1,2012,291,  12,   2,   0.86880,   0.00000,  80.00000,  40.00000,  4
 1,2012,291,  12,   2,   0.86880,   0.00000, 120.00000,  40.00000,  5
 1,2012,292,  13,   3,   1.37040,   0.00000,   9.00000,   9.00000,  1
 1,2012,292,  13,   3,   1.37040,   0.00000,  20.00000,  11.00000,  2
 1,2012,292,  13,   3,   1.37040,   0.00000,  40.00000,  20.00000,  3
 1,2012,292,  13,   3,   1.37040,   0.00000,  80.00000,  40.00000,  4
 1,2012,292,  13,   3,   1.37040,   0.00000, 120.00000,  40.00000,  5
 1,2012,293,  14,   4,   1.86720,   0.00000,   9.00000,   9.00000,  1
 1,2012,293,  14,   4,   1.86720,   0.00000,  20.00000,  11.00000,  2
 1,2012,293,  14,   4,   1.86720,   0.00000,  40.00000,  20.00000,  3
 1,2012,293,  14,   4,   1.86720,   0.00000,  80.00000,  40.00000,  4
 1,2012,293,  14,   4,   1.86720,   0.00000, 120.00000,  40.00000,  5
 1,2012,294,  15,   5,   2.36400,   0.00000,   9.00000,   9.00000,  1
 1,2012,294,  15,   5,   2.36400,   0.00000,  20.00000,  11.00000,  2
 1,2012,294,  15,   5,   2.36400,   0.00000,  40.00000,  20.00000,  3
 1,2012,294,  15,   5,   2.36400,   0.00000,  80.00000,  40.00000,  4
 1,2012,294,  15,   5,   2.36400,   0.00000, 120.00000,  40.00000,  5
 1,2012,295,  16,   6,   2.92320,   0.00000,   9.00000,   9.00000,  1
 1,2012,295,  16,   6,   2.92320,   0.00000,  20.00000,  11.00000,  2
 1,2012,295,  16,   6,   2.92320,   0.00000,  40.00000,  20.00000,  3
 1,2012,295,  16,   6,   2.92320,   0.00000,  80.00000,  40.00000,  4
 1,2012,295,  16,   6,   2.92320,   0.00000, 120.00000,  40.00000,  5
 1,2012,296,  17,   7,   3.54480,   0.00000,   9.00000,   9.00000,  1
 1,2012,296,  17,   7,   3.54480,   0.00000,  20.00000,  11.00000,  2
 1,2012,296,  17,   7,   3.54480,   0.00000,  40.00000,  20.00000,  3
 1,2012,296,  17,   7,   3.54480,   0.00000,  80.00000,  40.00000,  4
 1,2012,296,  17,   7,   3.54480,   0.00000, 120.00000,  40.00000,  5
 1,2012,297,  18,   8,   4.01520,   0.00000,   9.00000,   9.00000,  1
 1,2012,297,  18,   8,   4.01520,   0.00000,  20.00000,  11.00000,  2
 1,2012,297,  18,   8,   4.01520,   0.00000,  40.00000,  20.00000,  3
 1,2012,297,  18,   8,   4.01520,   0.00000,  80.00000,  40.00000,  4
 1,2012,297,  18,   8,   4.01520,   0.00000, 120.00000,  40.00000,  5
 1,2012,298,  19,   9,   4.55280,   0.00000,   9.00000,   9.00000,  1
 1,2012,298,  19,   9,   4.55280,   0.00000,  20.00000,  11.00000,  2
 1,2012,298,  19,   9,   4.55280,   0.00000,  40.00000,  20.00000,  3
 1,2012,298,  19,   9,   4.55280,   0.00000,  80.00000,  40.00000,  4
 1,2012,298,  19,   9,   4.55280,   0.00000, 120.00000,  40.00000,  5
 1,2012,299,  20,  10,   5.13360,   0.00000,   9.00000,   9.00000,  1
 1,2012,299,  20,  10,   5.13360,   0.00000,  20.00000,  11.00000,  2
 1,2012,299,  20,  10,   5.13360,   0.00000,  40.00000,  20.00000,  3
 1,2012,299,  20,  10,   5.13360,   0.00000,  80.00000,  40.00000,  4
 1,2012,299,  20,  10,   5.13360,   0.00000, 120.00000,  40.00000,  5
 1,2012,300,  21,  11,   5.77200,   0.00000,   9.00000,   9.00000,  1
 1,2012,300,  21,  11,   5.77200,   0.00000,  20.00000,  11.00000,  2
 1,2012,300,  21,  11,   5.77200,   0.00000,  40.00000,  20.00000,  3
 1,2012,300,  21,  11,   5.77200,   0.00000,  80.00000,  40.00000,  4
 1,2012,300,  21,  11,   5.77200,   0.00000, 120.00000,  40.00000,  5
 1,2012,301,  22,  12,   6.39120,   0.00000,   9.00000,   9.00000,  1
 1,2012,301,  22,  12,   6.39120,   0.00000,  20.00000,  11.00000,  2
 1,2012,301,  22,  12,   6.39120,   0.00000,  40.00000,  20.00000,  3
 1,2012,301,  22,  12,   6.39120,   0.00000,  80.00000,  40.00000,  4
 1,2012,301,  22,  12,   6.39120,   0.00000, 120.00000,  40.00000,  5
 1,2012,302,  23,  13,   7.06080,   0.00000,   9.00000,   9.00000,  1
 1,2012,302,  23,  13,   7.06080,   0.00000,  20.00000,  11.00000,  2
 1,2012,302,  23,  13,   7.06080,   0.00000,  40.00000,  20.00000,  3
 1,2012,302,  23,  13,   7.06080,   0.00000,  80.00000,  40.00000,  4
 1,2012,302,  23,  13,   7.06080,   0.00000, 120.00000,  40.00000,  5
 1,2012,303,  24,  14,   7.66320,   0.00000,   9.00000,   9.00000,  1
 1,2012,303,  24,  14,   7.66320,   0.00000,  20.00000,  11.00000,  2
 1,2012,303,  24,  14,   7.66320,   0.00000,  40.00000,  20.00000,  3
